ncomp label gene_loading_ranked gene_name age_effect p_for_age race_effect p_for_race
1 pos_end 0.012309401237542 MTATP6P1 0.0312322084333124 0.412764852013067 0.152124544313325 8.99418609705376e-05
1 pos_end 0.0122933157204236 PTGDS -0.0600023238352869 0.18044474705884 -0.022212653453651 0.61933074143667
1 pos_end 0.0122763010020031 MT-ATP8 0.00343830091620359 0.92724093351636 -0.000173400729449576 0.99632548192566
1 pos_end 0.0122729391763776 RPL13 -0.0190921131026679 0.3076270774853 -0.0113102679804949 0.545251101208692
1 pos_end 0.0122060913780537 SRRM2 -0.0060555328956301 0.731391770075786 -0.0183555542309238 0.298673758560508
1 pos_end 0.0121995429952907 RPS6 0.0216931130609445 0.124630956853362 0.0519675841144629 0.000284622242623205
1 pos_end 0.0121500688252676 ACTG1 0.0184679545533686 0.221030546446133 -0.0617908811773964 5.8303509666891e-05
1 pos_end 0.0120846342780394 HSP90AA1 -0.0507627753265943 0.0166918077763917 -0.00643983654752659 0.759764949437165
1 pos_end 0.0120382615384461 PABPC1 0.0240738181036317 0.176516708125319 0.0828775304713118 5.53176412765585e-06
1 pos_end 0.0120131584849781 CLU -0.0314306262013655 0.434438513118354 -0.0591401626941551 0.142142962999946
1 pos_end 0.0119974558658249 RPL4 0.0510593907816466 0.000628152231795788 0.0309221216989424 0.0366277750033186
1 pos_end 0.0119911985770907 LENG8 -0.0227653083538975 0.188829712132375 -0.0950684655580619 1.11693355725047e-07
1 pos_end 0.0119330112131348 FLNA 0.11959907869814 0.00137081201699771 -0.106325652127838 0.00432989349645181
1 pos_end 0.0119258632423914 MALAT1 0.00582808588226209 0.829843674541088 -0.0252829663160639 0.351691539751211
1 pos_end 0.0118761552906646 DDX17 0.00234814309128261 0.877605005985433 -0.0297357898803833 0.0522436729119354
1 pos_end 0.0118254625823094 MYH11 0.096875894392082 0.0334071968666828 -0.0446649607870686 0.324565976617708
1 pos_end 0.0118239236747242 HNRNPA2B1 0.021202489006965 0.0120304792290833 -0.00906408242409216 0.279912657800022
1 pos_end 0.0117793017472775 TPT1 0.0173451041584266 0.364516091495682 0.044476499394384 0.02077556886601
1 pos_end 0.0117495196569377 DDX5 0.0343910107201917 0.00570683858969219 -0.0377332873292009 0.00247006893340838
1 pos_end 0.0116923589185805 SPARC 0.0272269471303117 0.375257120232211 -0.0675250247260279 0.0286702060254339
1 pos_end 0.0116768415718737 HSP90AB1 -0.0270252249438509 0.130841856404577 -0.00967090670868632 0.587830671743031
1 pos_end 0.0116744056543537 PSAP 0.0186327995591158 0.296914293850346 0.017898828781247 0.316299810319553
1 pos_end 0.0116374197385385 RPL7A -0.00779267087447027 0.515676497265754 0.0393581098853249 0.00118840636141853
1 pos_end 0.0115637858391752 RPS11 0.0050947960476979 0.722633756858591 0.0314242254850317 0.0295098395587999
1 pos_end 0.0115428711652376 RPL8 -0.0150436398207814 0.243279182217763 0.0414618871844324 0.00146937163012577
1 pos_end 0.0115418379161952 YBX1 0.0644459189660944 0.0125384829523227 0.0428390413697906 0.0955549391480943
1 pos_end 0.0115334336066896 EEF1A1P5 0.0329944353455101 0.10848098765174 0.0354291219155902 0.0849517865072453
1 pos_end 0.0115282987111727 RPLP1 -0.0225893940619282 0.153585243174665 -0.0118666119528135 0.45265023090352
1 pos_end 0.0115255676456345 GNAS -0.0176383027141774 0.112085103058615 0.00708982342010173 0.521938470029599
1 pos_end 0.0115242454135409 RPS18 0.00170252517855593 0.922272001331913 0.0699768226111909 8.38956027195636e-05
1 pos_end 0.0115176665184482 RPL13A -0.00881176377015765 0.619066798618716 0.0422258708960462 0.0179577177990498
1 pos_end 0.0115127205007051 RPL19 0.00484614704548602 0.693825559427605 0.0412439199840288 0.000948809628284586
1 pos_end 0.0115084247215264 COL6A2 0.12946707774934 3.37849487912711e-05 -0.0847633793349154 0.00599663742632375
1 pos_end 0.0114906960980341 RPLP0 -0.0139480433355407 0.318025313946009 0.0310194471270973 0.0271165798755069
1 pos_end 0.0114838635579043 RPS3 -0.0193196009440268 0.18521686709625 0.0303960608414213 0.0377326410016778
1 pos_end 0.0114588145847177 SRSF5 0.0233218266381966 0.143021517945046 -0.0248354421191061 0.118965954235792
1 pos_end 0.011450625543517 RPS20 -0.0163141411221707 0.212749317856111 0.007744823785754 0.553565553066383
1 pos_end 0.0114480688257486 RPL15 0.01772180289976 0.132378888490868 0.0311289508145899 0.00859316160172366
1 pos_end 0.0114440808834078 HDLBP -0.030289143089459 0.0745339931187683 0.0570614618482972 0.000879842292731074
1 pos_end 0.0114421629206529 H3F3B -0.000232513949569578 0.988087100109275 -0.00329775578394004 0.832296237683055
1 pos_end 0.0114192940343339 RPL37A -0.00847099150187839 0.580189479317573 0.016260577657984 0.288855948715381
1 pos_end 0.0114111264812197 RPS8 0.00753388545767111 0.645458805186688 0.0295664900958505 0.0720608539822359
1 pos_end 0.0113911346581436 GLUL 0.0961400690692081 0.000104660176972608 0.0544557828898798 0.0260376146583709
1 pos_end 0.0113872664921628 PRRC2A -0.0224849325935055 0.147522126973319 0.00150741214923458 0.922446345772052
1 pos_end 0.011373546749624 BSG -0.014166019373273 0.302328762983461 -0.0166134041747261 0.226644702813374
1 pos_end 0.0113687912484343 FKBP8 -0.0215133139980813 0.167209378758969 -0.0268921300587986 0.0846614214080853
1 pos_end 0.0113617921657317 EEF1G 0.00456363231831871 0.727793255828545 0.0667653610958449 7.88715961687281e-07
1 pos_end 0.0113600545277053 GNB2L1 -0.00222001630392332 0.859381943147647 0.0112235720927248 0.370895764015078
1 pos_end 0.0113556390756458 RPS24 0.00396131010927834 0.777971282698024 0.0304696613796669 0.0310518687020151
1 pos_end 0.0113556165361544 SNRNP70 -0.0662174861299527 0.000196824542084768 -0.0293864035591917 0.0938480728962331
1 pos_end 0.0113357992292577 RPL32 0.0180275752638178 0.214655736963469 0.0633391886145741 1.96498013000484e-05
1 pos_end 0.0113288663756866 MT-ND6 -0.123732874193066 0.0108090735149763 0.11199265794688 0.0208694149796489
1 pos_end 0.0113215355298372 CKB -0.0653369276111883 0.0470174221841829 -0.0280092223146525 0.392618081595299
1 pos_end 0.0113187505177497 RPL5 0.0374865572928282 0.0137132291218957 0.0430267052203528 0.00476929615250029
1 pos_end 0.0113171260643674 PKM -0.0423719185589024 0.0298656864407211 0.0239346807015912 0.218036781019557
1 pos_end 0.0113009407604897 CST3 -0.0481754886345013 0.0530342406827371 -0.0366072280394398 0.140754251223325
1 pos_end 0.0113000777769796 AHNAK 0.110237889398653 0.000236714118895824 -0.00662806417739562 0.822123983414446
1 pos_end 0.0112942622514506 HSPA8 -0.0310442877823403 0.225366322465542 0.0496652610449659 0.0531044063497014
1 pos_end 0.0112909713401666 CIRBP -0.0586636776595848 0.00528199331569743 -0.0103567544556322 0.619102656137139
1 pos_end 0.0112759535214152 RPL28 -0.0263315996534458 0.0891102527162211 0.0356684867900297 0.0216720762223604
1 pos_end 0.0112729087426308 GAPDH 0.0276062434556245 0.190689788658089 -0.00542266998781616 0.796741504417017
1 pos_end 0.0112716965019097 GPX4 -0.0079574632721225 0.775600240755622 0.00657272428789918 0.813851784999207
1 pos_end 0.0112704229756917 CD81 0.0130517639946698 0.494352120871675 -0.0581403333151661 0.00259935517830288
1 pos_end 0.01125438659471 CSDE1 0.0756318029788966 0.000132124530696818 0.0673146466956833 0.000638183422572869
1 pos_end 0.0112530402206862 CALM2 0.0163113672807317 0.343244972091526 0.0376064450186777 0.0296570704671429
1 pos_end 0.0112517302827127 EIF4G2 0.00829205080517836 0.484505476628274 0.0320062077924095 0.00745492694386637
1 pos_end 0.0112481467334135 LTBP4 0.170970141691053 1.97561830396492e-06 -0.0210790547222406 0.546444860366303
1 pos_end 0.0112454165130991 YBX3 0.0657080104519372 0.0437653955198294 0.00913398583063684 0.778178919472349
1 pos_end 0.011239528553986 COL6A1 0.138862815370901 1.96059778057317e-05 -0.100963567816913 0.00170523491974078
1 pos_end 0.0112280963054699 COL1A2 0.126818599604533 0.000313751567825807 -0.00275527010332341 0.936568080005928
1 pos_end 0.0112203795823922 RPS9 -0.0186367945463667 0.209360238854241 0.0576568323369516 0.000133248994876854
1 pos_end 0.0112124849344124 NACA 0.0306450275289848 0.0235676032094544 0.0461298177697523 0.000721833640760972
1 pos_end 0.0112024658346533 NISCH -0.00292275876412577 0.856475773562163 -0.051778364820154 0.00155557015938319
1 pos_end 0.0111972554480817 ACADVL -0.102683530169616 7.67935089991522e-08 -0.024628109279665 0.182156909758815
1 pos_end 0.0111940013918741 MYH9 0.0877092172062928 3.49597973218727e-06 -0.103936804776109 5.29562049678495e-08
1 pos_end 0.0111906639955795 ALDOA 0.00607322225355337 0.769409199516155 -0.0254055393584974 0.220903858778046
1 pos_end 0.0111903599315219 TSPYL2 -0.0385639092565918 0.066383999448844 -0.115223365122587 1.06829357836267e-07
1 pos_end 0.0111747764952193 RPL11 0.00861545694273879 0.528864917807703 0.0429570250095048 0.00191154832147601
1 pos_end 0.0111651831043376 RPS4X -0.00171126672972583 0.934336996468797 0.0439370883988053 0.0354074235897303
1 pos_end 0.0111633410409661 FTL 0.102386885761441 0.000926357293000841 -0.0558118204647647 0.0683235552807035
1 pos_end 0.0111568577322456 RPL31 0.00909050626761445 0.536946424808559 0.0566937712466753 0.000154534016799493
1 pos_end 0.0111538803104862 RPS12 0.0122567114765071 0.413998720927172 0.0396979313409151 0.00866109984931812
1 pos_end 0.0111436073665769 RPS27A -0.00222691865354249 0.86587668994914 0.0490387482185472 0.00025490189513041
1 pos_end 0.0111312656549225 B2M 0.0167902607794327 0.636284271086126 0.0938283273349091 0.00877439306649924
1 pos_end 0.0111214580629084 HNRNPH1 0.0284661871197395 0.00687679584428712 -0.0139395014938755 0.182619400396761
1 pos_end 0.011121296336537 RPL18 -0.0483986722959915 0.00230282229385626 0.00394571771506383 0.801505741120881
1 pos_end 0.0111057765701398 RPS19 -0.0266069600708651 0.088987254497782 -0.0017123534872131 0.912526101679744
1 pos_end 0.011087879929525 EIF1 0.00440350766037555 0.757571906309291 -0.00143232024195764 0.920017656749536
1 pos_end 0.0110862840068677 RPL10 0.00175990735144575 0.940583159122142 0.0174898698283398 0.459153786651159
1 pos_end 0.011084158208244 SF1 -0.0275902490596017 0.00899454865728761 0.000728742135958497 0.944518955278795
1 pos_end 0.0110728184061769 TIMP2 0.189731385125135 5.23878749050635e-09 -0.0816685619957419 0.00925280048591653
1 pos_end 0.0110637727182387 TMBIM6 -0.0612395618561469 1.01778174790532e-05 0.0298670216085261 0.0283249691152124
1 pos_end 0.0110603538389114 ARF1 -0.0356793657402016 0.00725765289677893 0.00230246359432661 0.86121780008237
1 pos_end 0.0110581846670023 TUBB4B -0.0757962424899331 0.00605409158982271 0.0164477059430025 0.547826454387739
1 pos_end 0.0110573756728578 MTND2P28 -0.0793029891391034 0.296754289384023 0.0699558375042982 0.357200206112085
1 pos_end 0.0110485533744446 FBXW5 -0.0186015138989838 0.391982201900016 0.0100371323398873 0.643936375638174
1 pos_end 0.0110390485514219 RPS2 -0.052774414756867 0.00196343511773981 -0.0176392121488775 0.295646633805197
1 pos_end 0.0110345738440341 MEG3 0.00124602957682446 0.975690576624352 -0.105718355588106 0.0103438525624196
1 pos_end 0.0110300461662404 NUMA1 -0.0632268550359743 0.000192195649986274 -0.0402661855294967 0.0164207816349027
1 pos_end 0.0110294239938535 BAG6 -0.0111297667971699 0.474603570605984 -0.000195915838797532 0.989951492260072
1 pos_end 0.0110202525469772 SPTAN1 -0.00417455663073314 0.738683350019466 -0.00183449791642635 0.883435908012166
1 pos_end 0.0109975862673861 PCBP2 0.0335833064946156 0.00344744193807917 0.036215000594841 0.00164096252751121
1 pos_end 0.0109874008967789 SF3B1 0.0203182323474593 0.115525705798048 -0.0137271411366732 0.28683699398141
1 pos_end 0.0109850790917001 UBA52 -3.00222489200194e-05 0.998475197788775 0.014224069153301 0.365729704856602
1 pos_end 0.010982502259857 POLR2A -0.0408186969971681 0.0169566809659949 -0.0186533680093964 0.272514772371518
1 pos_end 0.0109745715817749 RPS5 -0.0410939218156983 0.00342601642178946 0.0227005889957831 0.103356649398407
1 pos_end 0.0109726096535835 SFPQ -0.0197084843566469 0.131909386196225 -0.0083760769399245 0.521001268077385
1 pos_end 0.0109688653414823 MYL6 0.0076318224945244 0.742084716077184 -0.0230055529588532 0.321713322777067
1 pos_end 0.0109493494015788 RPS14 0.00829487634210626 0.56307077332233 0.0122115189326296 0.394811667519124
1 pos_end 0.0109457950013695 TSC22D1 -0.00888875519146091 0.657095998248561 0.00272482250941443 0.891730587103586
1 pos_end 0.0109420955904566 PABPN1 -0.0574706280334903 0.000100517337139124 -0.0641416178481228 1.55120228937939e-05
1 pos_end 0.0109382869064484 ATP5B -0.00356490623783058 0.780054610796316 0.046082954438407 0.000380568419482452
1 pos_end 0.0109332131105836 AES -0.0285349325041399 0.0750025477563792 -0.00188221443790861 0.906141059616345
1 pos_end 0.0109329178694606 ATXN2L 0.0115624456977932 0.447872005538886 -0.0509722126190531 0.000957829620094461
1 pos_end 0.0109308212196873 MAP4 0.0351286589581027 0.0274238372101185 -0.0509690469967013 0.00147862477671403
1 pos_end 0.0109287878480484 HSP90B1 -0.0724533586338292 0.00282037435045523 0.0300531218585438 0.21116569802409
1 pos_end 0.0109208859861992 GABARAP -0.0335837305873595 0.0540098255048371 0.0289483938379517 0.0963528851105636
1 pos_end 0.0109197064269167 SRSF11 0.0544641669386823 0.000356599742730438 -0.00202896350533195 0.892490616089901
1 pos_end 0.0109195470913364 ENO1 -0.00994665388944995 0.668136195715778 -0.0115401264053663 0.618944032235706
1 pos_end 0.0109112228231839 ILF3 0.0101299745871066 0.386901651502941 -0.0264630551475679 0.0245666190376287
1 pos_end 0.0109046904698473 RPL37 0.00122759543542445 0.931563636746467 0.0558081348544997 0.000126824365699465
1 pos_end 0.0109039534313012 TPM2 0.120556759481813 0.00124859395430755 -0.0769768774379966 0.0378258507526018
1 pos_end 0.010902976089482 KLK2 -0.318797972591316 5.72023115796868e-05 0.091308309497405 0.240276515394832
1 pos_end 0.0108994047455682 UBR4 0.0455979227790765 0.0900001499384877 -0.0590694800321475 0.0284532548677483
1 pos_end 0.0108978478829313 BRD2 -0.0170691936912005 0.0997769886542634 0.00777605688778403 0.452145503400245
1 pos_end 0.0108957917090789 PRPF8 0.0356765555089386 0.00696694848349336 -0.0230953463483005 0.0790746145192524
1 pos_end 0.0108884881712974 TRIM28 0.00577449064960797 0.670730419423645 0.00446882746022966 0.742120589223555
1 pos_end 0.0108813624723622 YWHAZ 0.0232035645549395 0.0669985050244034 0.00834343509655797 0.508583773991511
1 pos_end 0.0108781756507701 VIM 0.0155203862824958 0.621215117243303 -0.00436116408071575 0.889539205728578
1 pos_end 0.0108779282012715 HNRNPK -0.00424377725187821 0.723981278968698 -0.00286083652154856 0.81181688212799
1 pos_end 0.0108750313816261 RBM6 -0.0200877369682137 0.389018300261515 -0.0226978093550262 0.330516608464673
1 pos_end 0.0108629247679491 CALM3 0.0447008506698958 0.0323049324409969 0.0528827063417528 0.0115142751665664
1 pos_end 0.0108605067443039 RPL26 0.0295370453146416 0.0439105513200436 0.057635310756958 0.000105480237475828
1 pos_end 0.0108569866434224 HNRNPA3 0.0138232037409522 0.17592006672583 -0.0208738024888198 0.0415701138818644
1 pos_end 0.0108568617895587 RPL12 0.00609496596166572 0.71898515220112 0.0500996973727705 0.00342873213193641
1 pos_end 0.0108568608931394 YWHAE -0.035551858437632 0.00447599030807868 0.0369176676389112 0.00318384442238195
1 pos_end 0.0108506286257402 TMEM259 -0.0441333832705356 0.00396177020792225 -0.0321721776608608 0.0348137966598341
1 pos_end 0.01085025450226 CFL1 -0.00211466583942798 0.884590484865049 -0.0286308503320634 0.0504783253003512
1 pos_end 0.0108497951602018 RPLP2 -0.00800146062359952 0.648596340583683 0.069901046599965 9.37219126764042e-05
1 pos_end 0.0108419663889767 RPL10A -0.017429391291076 0.295585538459697 0.0604605364534865 0.000349917475333807
1 pos_end 0.0108398284733082 ATF4 -0.0356579556927023 0.0598642879800132 0.0349686470245949 0.0649319524662547
1 pos_end 0.0108395773411569 SORBS3 -0.0314072806861291 0.135807052382504 -0.0136770540031642 0.515035747261309
1 pos_end 0.0108389709981805 SRRT -0.0410377202878029 0.0109842840677573 0.0086634123261193 0.588458251364604
1 pos_end 0.0108362571629203 TXNIP 0.149898613513355 0.000222130736282496 -0.0304539789533739 0.445698609646707
1 pos_end 0.0108342020016513 PDXK -0.0405586246545823 0.0624597604503767 0.011856063945868 0.584538610840678
1 pos_end 0.0108259291120882 EIF4G1 -0.0350095325418328 0.0358228625974654 -0.0117567783475807 0.47874760196479
1 pos_end 0.0108248140171489 GSN 0.161862925190589 2.54496252314421e-07 -0.0315401433582066 0.299580644354926
1 pos_end 0.0108205773879421 PTMA 0.0305067036987701 0.111167432910934 -0.0354317252885434 0.0645880322228175
1 pos_end 0.0108205704499481 COL1A1 0.0783167796730736 0.0191345350710139 -0.0422308424283817 0.204250845176686
1 pos_end 0.0108147157027578 EIF4A1 -0.0101138697761934 0.575205433627967 -0.0147523255842145 0.413898147081668
1 pos_end 0.0108136070917794 LUC7L3 0.0329441109836089 0.0769723665275777 -0.0511587657903225 0.00630636497972414
1 pos_end 0.0108091121581965 COL16A1 0.145000379146577 5.96507611068388e-07 -0.135315355858151 2.91012348358799e-06
1 pos_end 0.0108020487291852 NDRG1 -0.196025918880145 4.25648148587318e-10 -0.0352489033602199 0.238826109065934
1 pos_end 0.0108007989028898 RPS15A 0.00964560725498787 0.466046713516802 0.0641454419176873 2.40233595500672e-06
1 pos_end 0.010797223791513 PLEC -0.00653606017756278 0.725597954521133 -0.10226053138138 1.15697370588277e-07
1 pos_end 0.0107914366772463 GRINA 0.028457676235232 0.102213127408418 0.00305648776408508 0.860211750935872
1 pos_end 0.0107887053108139 RPL3P4 -0.0276841512750901 0.0650814395067295 0.0568587757854349 0.000185117690340999
1 pos_end 0.0107880205957038 CANX -0.00354262368331071 0.838950163427571 0.0560590303117844 0.00149490175547587
1 pos_end 0.0107680769884942 RPL23 0.00314215818964176 0.842485364365276 0.0431908578880622 0.00679818555369667
1 pos_end 0.0107679310897281 MORF4L1 0.0431896083250599 0.0051300114188052 0.0281313628104825 0.0667661067853156
1 pos_end 0.0107650222345163 SBF1 0.024947673719946 0.13885767435259 -0.038757610338091 0.0219899488046915
1 pos_end 0.0107621280178173 HSPA5 -0.105911128177648 0.000207853215472357 0.0595660742632196 0.0347900153598823
1 pos_end 0.0107562332262583 RPL35A 0.0173005820403894 0.23115860632971 0.0498843679179552 0.000653173915249192
1 pos_end 0.0107486463978938 XRCC6 0.0387101234590207 0.00788409623368233 0.0283236399592211 0.0509324854621277
1 pos_end 0.0107448212883138 SUPT5H -0.054990518677447 1.28742137607364e-05 -0.00432893353594476 0.725065612226095
1 pos_end 0.0107426391355555 RPL27A 0.00375871287229147 0.790366084458841 0.0215077747266854 0.129294148810629
1 pos_end 0.0107404919139248 RPL35 -0.0156272494276958 0.298439265992254 0.0257398518981549 0.0875066091618611
1 pos_end 0.0107375302128235 CHD3 -0.0767357759777021 1.02915946810633e-05 -0.0491015583146858 0.00419611965246134
1 pos_end 0.0107357496510079 GLTSCR2 -0.00711609247393251 0.669321964016034 0.0377797025497784 0.0242282310428679
1 pos_end 0.0107315419281452 ACTA2 0.197541744063139 2.41900847821732e-05 -0.0598961843581758 0.191369145200638
1 pos_end 0.0107282351886498 RPL13AP5 -0.0317241396805888 0.0523919389527384 0.0413974191369228 0.0116313581764451
1 pos_end 0.0107231671991221 EWSR1 -0.0207077386412357 0.118055919259149 0.029148480359048 0.028268398665663
1 pos_end 0.0107162769246068 CCNL2 -0.0100192374791084 0.579030509676607 -0.0514825784440417 0.00475103755744453
1 pos_end 0.010714452031981 NAP1L1 0.0748021367285952 2.99866558197314e-05 0.0101839744822364 0.561514698553325
1 pos_end 0.0107081908978041 PLXNB2 -0.064785627619368 8.89984499112126e-05 -0.0297899931995801 0.0673282422137303
1 pos_end 0.0107068404098612 TLN1 0.0635806398062178 0.00634492884825521 -0.0364410455819272 0.115450170562539
1 pos_end 0.0107011686251296 EEF1D -0.00701875746641224 0.622817094241389 0.0146202020409801 0.306060581273755
1 pos_end 0.0106951511271546 EIF3L 0.0458172879245897 0.00369896689498431 0.0485121836693125 0.00214326651251484
1 pos_end 0.0106950297995925 FBRS -0.0153410201449602 0.368074278278837 -0.00721151133148955 0.671968799104396
1 pos_end 0.0106928748281555 UBA1 -0.0721907669640337 3.56178316521383e-08 -0.0088721790073846 0.481741430651432
1 pos_end 0.0106898162699202 RERE 0.00940711427375259 0.432756871029336 0.0266727906368407 0.0269395504900961
1 pos_end 0.0106894348261275 MACF1 0.0563558678136178 0.00724858852892585 -0.0842460841030669 7.16051329044167e-05
1 pos_end 0.0106859298673467 CALD1 0.151325568570167 2.03584099885337e-05 0.0165703828462566 0.633179891798238
1 pos_end 0.0106844106532738 PNISR 0.0513761360788658 0.00361862303185513 -0.030407471629563 0.0829245326288886
1 pos_end 0.0106836755530177 SPTBN1 0.0473526454006611 0.0370182787200113 -0.00511775866248973 0.820718010229276
1 pos_end 0.010671827156317 MAST2 0.0668255252067237 0.00155323804807284 -0.0460431189999273 0.0281837116984992
1 pos_end 0.0106710475553016 AEBP1 0.210548371168337 6.15188454498645e-10 -0.0496017079578014 0.127080524862759
1 pos_end 0.0106699098584521 ATP5A1 0.00434270480450492 0.738507540184828 0.0377079405632541 0.00411473974998298
1 pos_end 0.0106666499234884 CAPZB -0.00727028321404791 0.683638676097892 -0.000887843087415654 0.960302300900716
1 pos_end 0.0106644783884031 MAT2A 0.00244117800402998 0.916990233269654 -0.138905700246807 1.25795337874175e-08
1 pos_end 0.0106603046990747 RPS15 -0.0353562126734949 0.0193717286377535 0.0212778624119503 0.157546911051169
1 pos_end 0.010653007369398 NCL 0.0195985684395917 0.165602230670907 -0.00306169382658719 0.828126428596785
1 pos_end 0.0106512687663902 RPS7 0.0137849659211233 0.296949126276936 0.06036373417413 8.19580775690971e-06
1 pos_end 0.0106509666543498 TMSB4X 0.157291887018802 7.55984713896077e-07 -0.0428500497542164 0.165581229972595
1 pos_end 0.0106482925665182 EIF4A2 0.00538002620342894 0.691552194017124 0.0282498600765156 0.0382194545853219
1 pos_end 0.0106479947774047 CAPNS1 -0.0485637647706328 0.00116012485515021 -0.00394186678282292 0.789332208945844
1 pos_end 0.0106445396111365 IGFBP7 0.167656282885372 2.18787216211592e-06 -0.024660232691058 0.473950700781296
1 pos_end 0.0106441364157722 CTNND1 -0.102078938259187 1.61426840838544e-09 -0.00503598503044198 0.755293559917758
1 pos_end 0.0106437542371498 TAGLN 0.179781500769641 6.74412803074408e-05 -0.0977243350443563 0.0280431392698342
1 pos_end 0.0106383747716297 CSRP1 0.10830459497407 0.0041154182713917 -0.0164123057365086 0.660511936781845
1 pos_end 0.010637594218295 SAT1 -0.0185176275905818 0.579899160308887 -0.0430713626703893 0.198678301914869
1 pos_end 0.010637412920108 SERPINB6 -0.0471534225362814 0.00687883654271986 0.0229414089800856 0.185462090338833
1 pos_end 0.0106368848423122 IPO5 0.0604413288581099 0.00434824618268856 0.0132137401327836 0.528995882124013
1 pos_end 0.0106319987146555 TPI1 -0.0365751677733403 0.0748250865247151 -0.0182927540622296 0.371493847246689
1 pos_end 0.0106306585770789 RPL24 0.00251181499325199 0.862482688726137 0.0340705052969442 0.0196176937359749
1 pos_end 0.0106290190008393 DDX39B -0.0153243062801314 0.179164336276439 -0.0279952965433724 0.0146347697886092
1 pos_end 0.0106261121135533 RPL34 0.0318101342153437 0.0494666089391917 0.0476021894951176 0.00347163420418808
1 pos_end 0.0106250338940173 PILRB -0.0902923703798411 0.000357540518090501 -0.0314289898693766 0.207636668011035
1 pos_end 0.0106221605087192 TIMP3 0.200907130173911 4.10388765195937e-07 -0.0211886678908977 0.581293312893954
1 pos_end 0.0106187042876653 AP2M1 -0.0254277344631705 0.0023995777003134 0.0125189903740265 0.13162780899403
1 pos_end 0.0106172705874691 RPL17 0.0204330672582364 0.124733055774095 0.0505054465104353 0.000184448783469187
1 pos_end 0.0106172083224928 RBM39 -0.0098575156923958 0.382826919418101 0.00177719384522417 0.874864405681812
1 pos_end 0.0106166256966758 WDR1 0.0595301589538855 0.00522725954682353 -0.0521334226046271 0.0142376147264899
1 pos_end 0.0106161948974212 LAPTM4A 0.0402633188962832 0.0454330777148483 0.000683047245950234 0.972789122692805
1 pos_end 0.0106151101303651 SPATA20 -0.0220861639462404 0.396116835993261 -0.0363397491736561 0.163294584183856
1 pos_end 0.0106099237893544 PPP1R12C 0.0480556008654805 0.0228928929762287 -0.0323502422226834 0.124277532556511
1 pos_end 0.0106080933432714 RPL30 0.0217429532443524 0.169520336283362 0.0486836163780243 0.00230843794168236
1 pos_end 0.0106079853106932 TTLL3 0.0382223672870462 0.134509539129914 -0.048434250598831 0.0583327228237498
1 pos_end 0.010606476553447 RPL29 -0.0233758758451308 0.114194470217794 0.0257754025465108 0.0817543393154216
1 pos_end 0.0106061425272078 ITM2B -0.0114476518996058 0.620471285433299 0.0183435573548329 0.427724191730326
1 pos_end 0.0106049830961057 COL3A1 0.0924663060693188 0.0177743757275728 0.0599658633152088 0.122726036895931
1 pos_end 0.0106046150310505 TUBA1B 0.0713454677839533 0.00167381878868961 -0.0490095125961123 0.0297869433448631
1 pos_end 0.0106045611170821 APP 0.00364060255611234 0.889899142500048 -0.0286016676817773 0.277487000556192
